iter	Logloss
120	0.08883637408
121	0.08867036642
122	0.0884068194
123	0.08815976396
124	0.0878459833
125	0.08770400068
126	0.0873819924
127	0.08710111496
128	0.08692228431
129	0.08671658868
130	0.08653542908
131	0.08623608147
132	0.08603791783
133	0.08582993106
134	0.08552300494
135	0.08539901129
136	0.08520340847
137	0.08490913089
138	0.08479546919
139	0.08466956892
140	0.08449189765
141	0.08422364185
142	0.08398324978
143	0.08378820085
144	0.08353672158
145	0.08334152946
146	0.08320885315
147	0.08290951572
148	0.0827051532
149	0.08255625643
150	0.08231940357
151	0.08206407689
152	0.0819254285
153	0.08171181926
154	0.08140313625
155	0.08128925286
156	0.08110888193
157	0.08081678864
158	0.08073601127
159	0.08058979598
160	0.08046540109
161	0.08032655062
162	0.08016074431
163	0.08001836044
164	0.07988355073
165	0.07970087194
166	0.07953304343
167	0.07936926659
168	0.07924055399
169	0.07906715826
170	0.07882532477
171	0.07867336128
172	0.07850237809
173	0.07834669075
174	0.07819880654
175	0.07807807588
176	0.07799590143
177	0.07792435259
178	0.07777015465
179	0.07769667448
180	0.07749826952
181	0.07722666569
182	0.07710198222
183	0.07698075728
184	0.0767818275
185	0.07664960768
186	0.07644583757
187	0.07631688656
188	0.07618315191
189	0.07610539765
190	0.07600062504
191	0.07590039038
192	0.07575273223
193	0.07556279621
194	0.07544540196
195	0.07530756695
196	0.07517651668
197	0.07507196505
198	0.07488640561
199	0.07472734117
200	0.0745781333
201	0.07444780193
202	0.07438797122
203	0.07426251071
204	0.07416364405
205	0.07402749832
206	0.07380943473
207	0.07371940337
208	0.07358828114
209	0.07342162728
210	0.07330198986
211	0.07317850648
212	0.07301662608
213	0.07290165308
214	0.07280529926
215	0.07266120794
216	0.07256697445
217	0.07242044879
218	0.07225096298
219	0.07212851106
220	0.07201958357
221	0.07197339433
222	0.07178179375
223	0.0716654622
224	0.07154194393
225	0.07144374528
226	0.07134731732
227	0.07125820183
228	0.0711274118
229	0.07103553705
230	0.07091167133
231	0.07079470521
232	0.07068694437
233	0.07056671817
234	0.07049855008
235	0.07038825678
236	0.07025609002
237	0.07017024334
238	0.06995881185
239	0.06985264653
240	0.06974820466
241	0.06963519716
242	0.06955616431
243	0.06943475764
244	0.06937038535
245	0.06925410032
246	0.06906949674
247	0.06894617401
248	0.06886813408
249	0.06877736856
250	0.06870743414
251	0.06860461468
252	0.06839997667
253	0.06832238305
254	0.06817747398
255	0.06805519142
256	0.06793312547
257	0.06783719179
258	0.06777866294
259	0.06768194495
260	0.06755453784
261	0.06744222234
262	0.0673554845
263	0.06723348033
264	0.06716496261
265	0.06692583532
266	0.06681531813
267	0.06674284397
268	0.06666488836
269	0.06656535806
270	0.06642494914
271	0.06634451049
272	0.06621670505
273	0.06615997378
274	0.06603871758
275	0.06598167303
276	0.06590349863
277	0.0658184021
278	0.06571528097
279	0.06564899552
280	0.06554832473
281	0.06544106108
282	0.06532891349
283	0.06520067555
284	0.06513437629
285	0.06503380726
286	0.06497339214
287	0.06481923563
288	0.06469467718
289	0.06459881547
290	0.06446912739
291	0.06439210947
292	0.06429589667
293	0.06420214874
294	0.06412832112
295	0.06403329823
296	0.06397929497
297	0.06391070601
298	0.063802086
299	0.06367779796
300	0.06357674919
301	0.06355780145
302	0.06349013855
303	0.06341660241
304	0.06334474101
305	0.06323860259
306	0.06313916023
307	0.06302475784
308	0.06292862863
309	0.06281804602
310	0.06271044001
311	0.06260372299
312	0.06253979918
313	0.06247667714
314	0.06238887295
315	0.0623280595
316	0.06225499075
317	0.06215294105
318	0.06209330733
319	0.06200850446
320	0.06196007569
321	0.06188779561
322	0.06179216068
323	0.06172820635
324	0.06163745973
325	0.06154854632
326	0.06147702075
327	0.06141287161
328	0.06129679956
329	0.06118626711
330	0.06110564456
331	0.06106372359
332	0.06096258323
333	0.06085857749
334	0.06079651016
335	0.06073012657
336	0.06057908404
337	0.06045152429
338	0.06041179852
339	0.06032597292
340	0.06028021908
341	0.06022552165
342	0.060133801
343	0.05998868986
344	0.05981719639
345	0.05974009052
346	0.05963665102
347	0.05953013097
348	0.05945240252
349	0.05929485218
350	0.05919645254
351	0.05910586439
352	0.05899547295
353	0.05888455089
354	0.058821813
355	0.05873476805
356	0.05867279957
357	0.05858064534
358	0.05850330431
359	0.05841250209
360	0.05835936564
361	0.05830976222
362	0.0582349871
363	0.05816484624
364	0.058098849
365	0.05802005057
366	0.05797887357
367	0.05786509776
368	0.05779396761
369	0.05774431548
370	0.05766550361
371	0.05760725388
372	0.05753376135
373	0.05744644127
374	0.05736409055
375	0.05729661482
376	0.0571977358
377	0.05715230107
378	0.05704555679
379	0.05697714228
380	0.05688252972
381	0.05679105113
382	0.05672443204
383	0.05663196634
384	0.05657349709
385	0.05652564837
386	0.05644782978
387	0.05636033234
388	0.05629154894
389	0.05622215097
390	0.05616676916
391	0.05609107962
392	0.0560086951
393	0.05595591265
394	0.05585512701
395	0.05580205198
396	0.0557185655
397	0.05566641906
398	0.05560785859
399	0.05553318124
400	0.05545636902
401	0.05538735702
402	0.05531705952
403	0.0552551332
404	0.05517082098
405	0.05506157257
406	0.0549776158
407	0.05491004884
408	0.05485052743
409	0.05480374432
410	0.05472443089
411	0.05466599944
412	0.05459194758
413	0.05454275085
414	0.05441420107
415	0.05435157476
416	0.05424107466
417	0.0541727383
418	0.05409056021
419	0.05405004868
420	0.05397748293
421	0.05387056782
422	0.05380151875
423	0.05366488019
424	0.05361710307
425	0.0535159867
426	0.05343520278
427	0.05330670316
428	0.05318689165
429	0.05315090425
430	0.05308626956
431	0.05301969371
432	0.05297844076
433	0.05292723819
434	0.05286926067
435	0.0528102986
436	0.05271580379
437	0.05261189909
438	0.05255497701
439	0.05243621694
440	0.05235515571
441	0.05229139401
442	0.05220227997
443	0.0521614308
444	0.05202252945
445	0.05198401649
446	0.05192831159
447	0.05181971447
448	0.051753618
449	0.05169945119
450	0.05164805963
451	0.05161074167
452	0.05156128545
453	0.05148066944
454	0.05141881726
455	0.05131134354
456	0.05123355403
457	0.05114917712
458	0.05110431481
459	0.05107074358
460	0.05104534582
461	0.05098981392
462	0.05093388841
463	0.05089066995
464	0.05081271944
465	0.05076270169
466	0.0506311099
467	0.05055658083
468	0.0504910488
469	0.05045112967
470	0.05041085293
471	0.05031879973
472	0.05025810767
473	0.05020406879
474	0.05014149336
475	0.05008021106
476	0.05003366056
477	0.04996108863
478	0.04990537864
479	0.04981028125
480	0.04977480159
481	0.04973132472
482	0.04968422506
483	0.04958239343
484	0.04951591826
485	0.04948232014
486	0.04941207134
487	0.04936375523
488	0.04928345978
489	0.04923226157
490	0.04914522753
491	0.0490875077
492	0.04904506228
493	0.04896678103
494	0.04887387375
495	0.04879068783
496	0.04874089469
497	0.04867414476
498	0.04863411479
499	0.04849936722
500	0.04844728512
501	0.04837978649
502	0.04835010265
503	0.04830304297
504	0.04821015676
505	0.04813910694
506	0.04807163084
507	0.04802610816
508	0.04797021609
509	0.04794792795
510	0.0478564061
511	0.04780658171
512	0.04777160905
513	0.04770752279
514	0.04764954855
515	0.0476012299
516	0.04751286456
517	0.04745221829
518	0.0474113066
519	0.0473525048
520	0.0473029181
521	0.04722692109
522	0.04717892663
523	0.04714370755
524	0.04711319979
525	0.04705804041
526	0.04704585817
527	0.04700298099
528	0.0469662409
529	0.04689600955
530	0.04683212645
531	0.04681531685
532	0.04677549513
533	0.0467096211
534	0.04669520223
535	0.04666675736
536	0.04662027228
537	0.04651594307
538	0.04643960442
539	0.04636674574
540	0.04630129948
541	0.04625006529
542	0.04621978867
543	0.04617697146
544	0.04614818641
545	0.04607051538
546	0.04601953051
547	0.04594962044
548	0.04589930068
549	0.04587086635
550	0.04585825089
551	0.04580609282
552	0.04573997165
553	0.04566947752
554	0.04561611865
555	0.04555448853
556	0.04553587662
557	0.04551876645
558	0.04544099693
559	0.04533336439
560	0.04525971158
561	0.04524030227
562	0.04519747089
563	0.04517160647
564	0.04512189111
565	0.0450861872
566	0.04502714698
567	0.04500250773
568	0.04493243302
569	0.04485382321
570	0.04479004552
571	0.04474329222
572	0.04469667666
573	0.04462323247
574	0.04455020442
575	0.04446883245
576	0.04439649204
577	0.04435795291
578	0.04430282225
579	0.04423393854
580	0.04417167713
581	0.04413386961
582	0.04407472872
583	0.04400677797
584	0.04394467393
585	0.04390894458
586	0.04386595727
587	0.04382235175
588	0.04372254123
589	0.04366403164
590	0.04360990008
591	0.04354285976
592	0.04349405736
593	0.04344937641
594	0.0433220936
595	0.04325969808
596	0.04323928567
597	0.043167437
598	0.04311194434
599	0.04306928123
600	0.04300241608
601	0.04296819975
602	0.04292514557
603	0.0428919585
604	0.04282723258
605	0.04277438907
606	0.04275196136
607	0.04270164632
608	0.04264097824
609	0.04257903194
610	0.04252965676
611	0.04243795683
612	0.04239097383
613	0.04234521927
614	0.04228186571
615	0.04222388129
616	0.04216590487
617	0.04213687196
618	0.0420891937
619	0.04199833768
620	0.04195410994
621	0.04186818803
622	0.04177752719
623	0.04175509076
624	0.04171010416
625	0.04169119059
626	0.04161685523
627	0.04157799155
628	0.04151705489
629	0.04146260605
630	0.04142458373
631	0.04141305787
632	0.04137673465
633	0.04131784563
634	0.04129189943
635	0.04124823758
636	0.04118709521
637	0.04115088211
638	0.04107445587
639	0.04102996464
640	0.04099584135
641	0.04091154657
642	0.04085781989
643	0.04084516262
644	0.04081142203
645	0.04077323617
646	0.04076398727
647	0.04073158343
648	0.04067513092
649	0.04059602611
650	0.04053256424
651	0.04050657589
652	0.04045365387
653	0.04041232932
654	0.04037124536
655	0.04034798865
656	0.04027429587
657	0.04024686973
658	0.04018123339
659	0.04015526175
660	0.04009230471
661	0.04006271573
662	0.04002849503
663	0.03996762524
664	0.03989457175
665	0.03983883887
666	0.03980344788
667	0.0397729005
668	0.03971016334
669	0.03968841564
670	0.03964569692
671	0.03961904819
672	0.03958193267
673	0.03951862709
674	0.03948442529
675	0.03942061416
676	0.03937303984
677	0.03934777728
678	0.03928737306
679	0.03922443274
680	0.03919712509
681	0.03915811094
682	0.03914499646
683	0.03908177411
684	0.03903690562
685	0.03899810118
686	0.03896132947
687	0.0388984244
688	0.03887425
689	0.03883012511
690	0.03879933205
691	0.03876696672
692	0.0387164049
693	0.0386804942
694	0.03867209794
695	0.03861631162
696	0.03859029856
697	0.03854810101
698	0.03846147075
699	0.03840258681
700	0.03836572861
701	0.03831178568
702	0.03827188328
703	0.0382441275
704	0.03821239239
705	0.0381739205
706	0.0381360323
707	0.03811342069
708	0.03805901437
709	0.03799322793
710	0.03796862902
711	0.03792469531
712	0.03791203731
713	0.03786547518
714	0.03782197542
715	0.03777384176
716	0.03775183021
717	0.03770495515
718	0.03765318597
719	0.03762779294
720	0.03759035723
721	0.03756092343
722	0.03753513316
723	0.03746700323
724	0.03741617246
725	0.03736383559
726	0.03734003662
727	0.03731924259
728	0.03727695419
729	0.03720880391
730	0.03718402437
731	0.0371332383
732	0.03708922863
733	0.037070942
734	0.0370289985
735	0.03700236976
736	0.03696484355
737	0.0369174415
738	0.03689821319
739	0.03684218446
740	0.03679866107
741	0.0367343851
742	0.03672016866
743	0.03669048809
744	0.03663028086
745	0.03659320459
746	0.0365580582
747	0.03654088552
748	0.03653313656
749	0.03646217468
750	0.03641402285
751	0.03638987752
752	0.0363683646
753	0.03633407485
754	0.03630262177
755	0.03626901675
756	0.03623562542
757	0.03616886859
758	0.0361430874
759	0.03610621138
760	0.03605076271
761	0.03601603283
762	0.03598721325
763	0.0359479069
764	0.03592165832
765	0.03587885964
766	0.03585128668
767	0.03581679376
768	0.03575848334
769	0.03572980878
770	0.03569761391
771	0.03566580756
772	0.03563284438
773	0.03562557043
774	0.03559903764
775	0.03556087795
776	0.03552435084
777	0.03548838235
778	0.03544610993
779	0.03542671952
780	0.03540077115
781	0.03536356513
782	0.0353275294
783	0.03530079272
784	0.03526738104
785	0.03521686029
786	0.03519030388
787	0.03514369486
788	0.03512605298
789	0.03507441173
790	0.03504091574
791	0.03501741552
792	0.03499601963
793	0.03497337532
794	0.03496174005
795	0.03492696256
796	0.03490079612
797	0.03487603039
798	0.03484280589
799	0.03480878763
800	0.03478020757
801	0.03476370689
802	0.03472375979
803	0.03468542782
804	0.03463538282
805	0.03460507313
806	0.03457183046
807	0.034550476
808	0.03452229318
809	0.03448308823
810	0.03444532723
811	0.03442534041
812	0.03434273346
813	0.03430840046
814	0.03424906004
815	0.03418295267
816	0.03416658029
817	0.03410334122
818	0.03408028949
819	0.03404632247
820	0.03403507755
821	0.03400664359
822	0.03395860697
823	0.03394028762
824	0.03392005912
825	0.03390887125
826	0.03388330449
827	0.03382284467
828	0.03380717846
829	0.0337852763
830	0.03376302741
831	0.03373362306
832	0.03371275598
833	0.03366616804
834	0.03365522987
835	0.03362148528
836	0.0335989718
837	0.03357999281
838	0.03355923404
839	0.03350801221
840	0.0334885095
841	0.03345146848
842	0.03341168965
843	0.03335754355
844	0.03332655241
845	0.03331113952
846	0.03328173989
847	0.03326508257
848	0.03325159048
849	0.03320824518
850	0.03316127018
851	0.03309219821
852	0.03305214789
853	0.03302958535
854	0.03299410932
855	0.03297559226
856	0.03294417516
857	0.03291341917
858	0.03286998919
859	0.03284060083
860	0.03280938508
861	0.03280287145
862	0.03277468282
863	0.03273495777
864	0.03271291569
865	0.03268630221
866	0.03266714295
867	0.03265678337
868	0.03261978961
869	0.03256885562
870	0.03255114832
871	0.03251378347
872	0.03248669462
873	0.03246788462
874	0.03245007883
875	0.0324254781
876	0.0323992506
877	0.03236644988
878	0.03233945697
879	0.03231144024
880	0.03229386269
881	0.03224802635
882	0.03222433314
883	0.03219812672
884	0.03219209684
885	0.03215607492
886	0.03211448069
887	0.03209936328
888	0.03201945635
889	0.03200267619
890	0.03197940966
891	0.03196029765
892	0.0319358274
893	0.03190520115
894	0.0318761537
895	0.03185034743
896	0.03182897153
897	0.03179136718
898	0.03177355521
899	0.03171633329
900	0.03170793376
901	0.03167967317
902	0.03163981256
903	0.03158900869
904	0.03151632373
905	0.03146787097
906	0.0313934175
907	0.0313780126
908	0.03135307388
909	0.03133829156
910	0.03131848646
911	0.03130434708
912	0.03124511769
913	0.03122817053
914	0.03120299029
915	0.03118284628
916	0.03110316323
917	0.03107394242
918	0.03103972971
919	0.03102313709
920	0.03099768972
921	0.03096915981
922	0.03093976945
923	0.03090706558
924	0.03084888436
925	0.03084094568
926	0.03081276867
927	0.0307780735
928	0.03076584383
929	0.0307538513
930	0.03074448647
931	0.03069432661
932	0.03064181201
933	0.03063026834
934	0.03061438152
935	0.03056929569
936	0.03055945729
937	0.03051734879
938	0.03049177077
939	0.03045738216
940	0.03043144978
941	0.03040336145
942	0.0303788992
943	0.03035199424
944	0.03031674009
945	0.03025293132
946	0.03023829911
947	0.03020605663
948	0.03016731924
949	0.03016292358
950	0.03013954384
951	0.03010573638
952	0.03005985879
953	0.03000096759
954	0.02996665548
955	0.02994696105
956	0.02993222926
957	0.02990476351
958	0.02989437922
959	0.02988040774
960	0.02983248924
961	0.02982133881
962	0.02980086316
963	0.02978651189
964	0.02977719994
965	0.02975687566
966	0.02974953375
967	0.02970404632
968	0.02966359567
969	0.02964800851
970	0.02963892934
971	0.02960248128
972	0.0295816987
973	0.02956840578
974	0.02955894645
975	0.02950496754
976	0.02948223145
977	0.02943403783
978	0.02940527768
979	0.02939025095
980	0.02934860802
981	0.02931156864
982	0.02929870639
983	0.02928982675
984	0.0292565779
985	0.02923450855
986	0.02921797262
987	0.02921288551
988	0.02918189183
989	0.02915373008
990	0.0291060133
991	0.02906967554
992	0.029055663
993	0.02904203153
994	0.02902992524
995	0.02901550037
996	0.02896823916
997	0.02895418973
998	0.02893425415
999	0.02889358107
